Epoch,Layer0_theta_1,Layer0_r,Layer0_theta_2,Layer0_bx,Layer0_bp,Layer0_kappa,Layer1_theta_1,Layer1_r,Layer1_theta_2,Layer1_bx,Layer1_bp,Layer1_kappa,Layer2_theta_1,Layer2_r,Layer2_theta_2,Layer2_bx,Layer2_bp,Layer2_kappa
218,-0.19878572,0.0015817076,-0.19878575,0.031912502,-0.033603266,0.007158673,-0.20009047,0.0015817076,-0.20009033,0.084540784,-0.15691352,0.014126369,-0.1984156,0.0015817076,-0.1984157,0.28722876,-0.08624303,0.00046167197
219,-0.19909696,0.0015817076,-0.199097,0.034326352,-0.044573255,0.006927723,-0.20035088,0.0015817076,-0.20035075,0.09651063,-0.16523117,0.0138956485,-0.19881152,0.0015817076,-0.1988116,0.2983569,-0.08262319,0.00023161864
220,-0.1978292,0.0015817076,-0.19782923,0.03071951,-0.037266664,0.004852817,-0.19911128,0.0015817076,-0.19911116,0.088965625,-0.15979601,0.011822686,-0.19750541,0.0015817076,-0.1975055,0.29154852,-0.0789607,-0.0018361126
221,-0.1996897,0.0015817076,-0.19968972,0.035082318,-0.03542985,0.0071572848,-0.20100828,0.0015817076,-0.20100816,0.09156146,-0.15766947,0.014125019,-0.19949105,0.0015817076,-0.19949114,0.2922631,-0.07744302,0.00046051084
222,-0.19697139,0.0015817076,-0.1969714,0.039935138,-0.037272487,0.006926691,-0.19830032,0.0015817076,-0.1983002,0.09752258,-0.15856305,0.013894643,-0.19690646,0.0015817076,-0.19690655,0.29688787,-0.07577332,0.00023072236
223,-0.19815841,0.0015817076,-0.19815843,0.040363126,-0.026962968,0.0043031056,-0.1995681,0.0015817076,-0.19956797,0.08988951,-0.1505271,0.011251157,-0.19814484,0.0015817076,-0.19814493,0.28908974,-0.07559358,-0.0024400628
224,-0.18875192,0.0015817076,-0.18875194,0.04022309,-0.040513713,0.00396585,-0.1900311,0.0015817076,-0.19003098,0.10250463,-0.1622888,0.010773359,-0.18869516,0.0015817076,-0.18869525,0.30390555,-0.07383979,-0.0030895208
225,-0.19962883,0.0015817076,-0.19962884,0.02234113,-0.034369294,0.0038748812,-0.2008317,0.0015817076,-0.20083158,0.08596404,-0.16111046,0.010568359,-0.1991149,0.0015817076,-0.199115,0.29471612,-0.06806381,-0.00336842
226,-0.19610427,0.0015817076,-0.19610429,0.020587103,-0.034519274,0.0038363286,-0.19730479,0.0015817076,-0.19730467,0.086437136,-0.16166376,0.010480729,-0.1956101,0.0015817076,-0.1956102,0.2970339,-0.058354337,-0.0034878831
227,-0.19428356,0.0015817076,-0.19428357,0.03475124,-0.02630479,0.004815578,-0.19556864,0.0015817076,-0.19556852,0.090098456,-0.15373279,0.011506646,-0.19407119,0.0015817076,-0.19407128,0.29699737,-0.062913604,-0.0024122004
228,-0.20164463,0.0015817076,-0.20164464,0.049218677,-0.026027257,0.007990321,-0.20299438,0.0015817076,-0.20299426,0.100441866,-0.15186858,0.014624897,-0.20171897,0.0015817076,-0.20171906,0.30273443,-0.06537534,0.0004499777
229,-0.18862632,0.0015817076,-0.18862632,0.045952927,-0.024520224,0.008452811,-0.18997203,0.0015817076,-0.18997191,0.09771811,-0.15213935,0.014837983,-0.18868008,0.0015817076,-0.18868017,0.30332032,-0.067520864,0.00023168721
230,-0.19423805,0.0015817076,-0.19423802,0.03496035,-0.022538267,0.006365181,-0.19556306,0.0015817076,-0.19556294,0.08931934,-0.15328681,0.012548897,-0.19406633,0.0015817076,-0.19406644,0.2992956,-0.0695672,-0.0023029072
231,-0.19708718,0.0015817076,-0.19708714,0.041156366,-0.02318638,0.00865408,-0.19842958,0.0015817076,-0.19842947,0.09471612,-0.153602,0.014748415,-0.19702859,0.0015817076,-0.1970287,0.30311546,-0.07187608,-0.00021640048
232,-0.1927348,0.0015817076,-0.19273475,0.041042443,-0.029110907,0.008420646,-0.19402845,0.0015817076,-0.19402833,0.100624576,-0.1590296,0.014477553,-0.1926723,0.0015817076,-0.1926724,0.31030113,-0.071386136,-0.00053307356
233,-0.1960817,0.0015817076,-0.19608165,0.024425466,-0.027605169,0.0063535185,-0.19731763,0.0015817076,-0.19731751,0.08935422,-0.16067553,0.012395941,-0.19568835,0.0015817076,-0.19568846,0.30457678,-0.06819955,-0.0026299683
234,-0.19599046,0.0015817076,-0.19599041,0.022714244,-0.029188408,0.008647098,-0.19721605,0.0015817076,-0.19721593,0.09047943,-0.16243348,0.014680678,-0.19558561,0.0015817076,-0.19558571,0.30652755,-0.06639683,-0.00035894488
235,-0.19761641,0.0015817076,-0.19761637,0.028367264,-0.026118705,0.008417262,-0.19888203,0.0015817076,-0.19888191,0.092281945,-0.1590434,0.014448034,-0.19733818,0.0015817076,-0.19733828,0.30628768,-0.06454367,-0.00059476175
236,-0.19150777,0.0015817076,-0.19150773,0.037130438,-0.019255366,0.0071709575,-0.19283138,0.0015817076,-0.19283126,0.09282589,-0.15271537,0.013133415,-0.19141284,0.0015817076,-0.19141294,0.30505472,-0.06541646,-0.0020329854
237,-0.18427874,0.0015817076,-0.1842787,0.04244238,-0.020311842,0.009841654,-0.18560486,0.0015817076,-0.18560474,0.097628675,-0.15405759,0.015775798,-0.18428406,0.0015817076,-0.18428417,0.31059182,-0.06821061,0.00069014967
238,-0.1892116,0.0015817076,-0.18921156,0.034457836,-0.02019854,0.010502314,-0.1905196,0.0015817076,-0.19051948,0.091817,-0.1570117,0.016470406,-0.18902205,0.0015817076,-0.18902215,0.31012866,-0.0718198,0.0021228632
239,-0.18577974,0.0015817076,-0.18577969,0.043260045,-0.012200829,0.0072545987,-0.18714377,0.0015817076,-0.18714365,0.09042319,-0.15136093,0.013578113,-0.18570954,0.0015817076,-0.18570964,0.30936736,-0.07641968,0.000215017
240,-0.19001305,0.0015817076,-0.190013,0.051996566,-0.012346847,0.0064573386,-0.19139723,0.0015817076,-0.19139712,0.09655532,-0.15173468,0.013133955,-0.1900672,0.0015817076,-0.1900673,0.3144367,-0.07969622,0.0005972495
241,-0.19515854,0.0015817076,-0.1951585,0.04760867,-0.0104668,0.0076838057,-0.19656381,0.0015817076,-0.19656369,0.092276506,-0.15270378,0.014494252,-0.19512777,0.0015817076,-0.1951279,0.31358403,-0.083667345,0.0023131492
242,-0.19465858,0.0015817076,-0.19465853,0.0524542,-0.010063086,0.0050288104,-0.1960728,0.0015817076,-0.19607268,0.09547588,-0.15295309,0.011899412,-0.19469824,0.0015817076,-0.19469838,0.31706443,-0.086147115,-0.00012166437
243,-0.19702546,0.0015817076,-0.19702542,0.044798963,-0.007250107,0.0051030167,-0.19845891,0.0015817076,-0.19845878,0.08814078,-0.15290447,0.011998517,-0.1969358,0.0015817076,-0.19693594,0.31363717,-0.08782976,4.361506e-05
244,-0.20008957,0.0015817076,-0.20008953,0.037649974,-0.008123625,0.0070989886,-0.20151304,0.0015817076,-0.2015129,0.08431182,-0.1557293,0.014003656,-0.19986644,0.0015817076,-0.19986658,0.3134604,-0.08966644,0.0020730065
245,-0.19743815,0.0015817076,-0.1974381,0.03803869,-0.013575006,0.004779037,-0.19882423,0.0015817076,-0.1988241,0.08980838,-0.16053016,0.0116901435,-0.19723018,0.0015817076,-0.19723031,0.3196287,-0.089313604,-0.00022327038
246,-0.19751614,0.0015817076,-0.19751608,0.03487012,-0.009273658,0.004995903,-0.19892544,0.0015817076,-0.1989253,0.08531526,-0.15714355,0.011908827,-0.197289,0.0015817076,-0.19728914,0.3153258,-0.08526878,2.2968743e-07
247,-0.19700496,0.0015817076,-0.1970049,0.033486377,-0.01547346,0.0070509007,-0.19837518,0.0015817076,-0.19837505,0.09024086,-0.16265531,0.013963107,-0.1967646,0.0015817076,-0.19676474,0.32124153,-0.08240648,0.002052492
248,-0.1957624,0.0015817076,-0.19576234,0.037131805,-0.009736748,0.0056621553,-0.19716795,0.0015817076,-0.19716781,0.08890023,-0.15735899,0.012345096,-0.19560806,0.0015817076,-0.19560818,0.31848222,-0.08048563,7.359113e-05
249,-0.18979049,0.0015817076,-0.18979043,0.036357276,-0.0063643325,0.006361151,-0.19121724,0.0015817076,-0.19121711,0.08663356,-0.1549482,0.012923261,-0.1896714,0.0015817076,-0.18967152,0.31688964,-0.078971416,0.0004602602
250,-0.19370624,0.0015817076,-0.19370617,0.03773315,-0.008077639,0.008621697,-0.19513024,0.0015817076,-0.19513011,0.08970338,-0.15668991,0.015130274,-0.19361362,0.0015817076,-0.19361374,0.31993875,-0.07837273,0.0025807593
251,-0.18814652,0.0015817076,-0.18814644,0.045927137,-0.0020414297,0.006422472,-0.1896222,0.0015817076,-0.18962206,0.09081323,-0.15103544,0.012910496,-0.18823127,0.0015817076,-0.1882314,0.3191339,-0.07889138,0.0003303825
252,-0.19107474,0.0015817076,-0.19107465,0.046814173,-0.0011804167,0.0066886563,-0.19255972,0.0015817076,-0.19255958,0.090972334,-0.1513674,0.013166891,-0.19115923,0.0015817076,-0.19115935,0.3203928,-0.081516445,0.0005710738
253,-0.19357672,0.0015817076,-0.19357663,0.050439056,-0.0005534772,0.0085827345,-0.19506909,0.0015817076,-0.19506896,0.09326981,-0.15123282,0.015040161,-0.19370677,0.0015817076,-0.19370687,0.32249308,-0.08362185,0.0025117556
254,-0.18939704,0.0015817076,-0.18939695,0.03831596,-0.002712267,0.0059124306,-0.19085799,0.0015817076,-0.19085786,0.08779471,-0.15617602,0.012293715,-0.18932845,0.0015817076,-0.18932855,0.32287624,-0.08556503,-3.500597e-05
255,-0.19705747,0.0015817076,-0.19705738,0.031229818,-0.004604399,0.0061598723,-0.19851844,0.0015817076,-0.1985183,0.08546292,-0.15975419,0.012322283,-0.1968762,0.0015817076,-0.1968763,0.3234587,-0.08590137,7.769273e-05
256,-0.19550823,0.0015817076,-0.19550814,0.031288624,-0.003742649,0.0068383818,-0.19697717,0.0015817076,-0.19697703,0.08558289,-0.15973635,0.012298327,-0.19534637,0.0015817076,-0.19534646,0.3241236,-0.08733966,-0.00071426446
257,-0.19531801,0.0015817076,-0.19531792,0.029608997,-0.0075836657,0.0073475935,-0.19676948,0.0015817076,-0.19676934,0.08853711,-0.1635402,0.012288999,-0.19515084,0.0015817076,-0.19515093,0.32804513,-0.08731788,-0.0012654979
258,-0.1972343,0.0015817076,-0.19723421,0.028754443,-0.003577196,0.008082685,-0.19870931,0.0015817076,-0.19870917,0.085181944,-0.16059421,0.012253975,-0.1970588,0.0015817076,-0.19705889,0.32460323,-0.086771905,-0.0023101913
259,-0.19558546,0.0015817076,-0.19558537,0.030367061,-0.006349217,0.008748828,-0.19704778,0.0015817076,-0.19704765,0.08927809,-0.16277626,0.012476768,-0.19545773,0.0015817076,-0.19545782,0.3283467,-0.08662116,-0.0026692944
260,-0.19386317,0.0015817076,-0.19386308,0.02911938,-0.00480003,0.0091598835,-0.19533272,0.0015817076,-0.19533257,0.0874058,-0.16255116,0.012614852,-0.19371456,0.0015817076,-0.19371465,0.32777083,-0.0890603,-0.0028237165
261,-0.1946409,0.0015817076,-0.19464082,0.026435575,-0.007957837,0.0097282035,-0.19609344,0.0015817076,-0.19609329,0.089419775,-0.16552652,0.012834403,-0.19447346,0.0015817076,-0.19447355,0.33042744,-0.08735937,-0.0028900611
262,-0.1926753,0.0015817076,-0.19267522,0.01841128,-0.009476117,0.01005388,-0.19411144,0.0015817076,-0.19411129,0.08691333,-0.1679718,0.012916041,-0.19241223,0.0015817076,-0.19241232,0.33022264,-0.08582933,-0.0028813775
263,-0.19070387,0.0015817076,-0.19070378,0.013542059,-0.013425075,0.010450373,-0.19212177,0.0015817076,-0.19212162,0.08872367,-0.17223431,0.012830127,-0.19041061,0.0015817076,-0.1904107,0.33353728,-0.08538497,-0.0031110174
264,-0.18643346,0.0015817076,-0.18643336,0.0122238565,-0.0054523647,0.012261487,-0.18786146,0.0015817076,-0.18786131,0.08097594,-0.16761771,0.014229987,-0.18606055,0.0015817076,-0.18606064,0.32779357,-0.089914225,-0.0019335181
265,-0.18650694,0.0015817076,-0.18650682,0.018431917,-0.010122881,0.01198907,-0.18793169,0.0015817076,-0.18793154,0.089776576,-0.17163762,0.013905151,-0.18626748,0.0015817076,-0.18626757,0.33562863,-0.0916615,-0.0017883346
266,-0.1957723,0.0015817076,-0.19577219,0.01834671,-0.006942603,0.012668455,-0.19721515,0.0015817076,-0.197215,0.08744662,-0.17001316,0.013078841,-0.19549477,0.0015817076,-0.19549486,0.33344463,-0.09166984,-0.0039265854
267,-0.19871478,0.0015817076,-0.19871466,0.014548294,-0.010719036,0.012858373,-0.20014396,0.0015817076,-0.20014381,0.09028004,-0.17259118,0.012995302,-0.198441,0.0015817076,-0.19844109,0.33589208,-0.08606385,-0.0042005354
268,-0.19193085,0.0015817076,-0.19193073,0.0072772694,-0.012822126,0.014031777,-0.19334182,0.0015817076,-0.19334167,0.09000804,-0.1740118,0.013651946,-0.19163692,0.0015817076,-0.19163701,0.33621523,-0.08080351,-0.004121124
269,-0.19153513,0.0015817076,-0.19153501,-0.003021976,-0.017285833,0.015501875,-0.19292748,0.0015817076,-0.19292733,0.09076423,-0.17745908,0.014906831,-0.19119379,0.0015817076,-0.19119388,0.33749747,-0.07309488,-0.0030984525
270,-0.18272693,0.0015817076,-0.18272682,-0.0049758144,-0.010717673,0.015248754,-0.18410376,0.0015817076,-0.1841036,0.08479739,-0.17455782,0.014713624,-0.18230942,0.0015817076,-0.18230951,0.33410266,-0.07750121,-0.0030131936
271,-0.18233918,0.0015817076,-0.18233906,-0.002128507,-0.012132844,0.01514039,-0.18372191,0.0015817076,-0.18372175,0.08881717,-0.17859052,0.013991542,-0.18196568,0.0015817076,-0.18196577,0.33964035,-0.084625565,-0.0037535157
272,-0.1903871,0.0015817076,-0.19038698,-0.006717951,-0.011573381,0.015570649,-0.19176905,0.0015817076,-0.19176888,0.086702734,-0.1817668,0.013716515,-0.18989466,0.0015817076,-0.18989475,0.34016377,-0.08982387,-0.0040285224
273,-0.19160789,0.0015817076,-0.19160777,-0.008289248,-0.0113966,0.014712793,-0.1929888,0.0015817076,-0.19298862,0.08578381,-0.1859922,0.013259681,-0.19103387,0.0015817076,-0.19103396,0.34339693,-0.100423425,-0.0043216385
274,-0.19390507,0.0015817076,-0.19390497,-0.01175233,-0.00956799,0.014720892,-0.19527927,0.0015817076,-0.19527909,0.08268673,-0.18778655,0.013143529,-0.1932185,0.0015817076,-0.19321859,0.3432875,-0.106570594,-0.0044478737
275,-0.19357915,0.0015817076,-0.19357905,-0.007137203,-0.00817999,0.014255552,-0.19495152,0.0015817076,-0.19495134,0.08417329,-0.18865019,0.012756666,-0.19291668,0.0015817076,-0.19291677,0.34564292,-0.11304665,-0.004502298
276,-0.18970516,0.0015817076,-0.18970506,-0.009877839,-0.007202925,0.014601268,-0.19107008,0.0015817076,-0.1910699,0.083782494,-0.18884535,0.013321043,-0.18903938,0.0015817076,-0.18903947,0.34592175,-0.11254455,-0.003419279
277,-0.18087873,0.0015817076,-0.18087862,-0.015573001,-0.00050723087,0.013746278,-0.1822282,0.0015817076,-0.18222801,0.07565435,-0.18768665,0.012468248,-0.18005602,0.0015817076,-0.18005611,0.3422695,-0.121750884,-0.003912745
278,-0.18746646,0.0015817076,-0.18746635,0.0010380645,-0.00075080845,0.014152569,-0.18882816,0.0015817076,-0.18882798,0.08675238,-0.1882617,0.012470136,-0.18689466,0.0015817076,-0.18689473,0.3506184,-0.12388227,-0.004012552
279,-0.1867469,0.0015817076,-0.18674679,-0.0006027374,0.0059303623,0.016293699,-0.18811305,0.0015817076,-0.18811287,0.081867404,-0.18559147,0.014433666,-0.18610191,0.0015817076,-0.18610199,0.3478383,-0.12661439,-0.0020990118
280,-0.18904541,0.0015817076,-0.18904531,-0.0108446935,0.0017380216,0.014032533,-0.19041748,0.0015817076,-0.1904173,0.082265325,-0.19479729,0.012101866,-0.18829001,0.0015817076,-0.18829009,0.3548823,-0.13643745,-0.0044422946
281,-0.19075505,0.0015817076,-0.19075495,-0.009775779,0.0028334672,0.014276102,-0.19212466,0.0015817076,-0.19212449,0.08354862,-0.19633743,0.012312826,-0.19000635,0.0015817076,-0.19000642,0.3581489,-0.14013088,-0.0042401105
282,-0.19414039,0.0015817076,-0.19414029,-0.011463989,-0.0007543403,0.013313493,-0.19552104,0.0015817076,-0.19552086,0.08835186,-0.1993012,0.011117301,-0.19347516,0.0015817076,-0.19347523,0.36310303,-0.13553582,-0.005418651
283,-0.19663437,0.0015817076,-0.19663426,-0.020861587,0.004213632,0.012359851,-0.19800858,0.0015817076,-0.1980084,0.080648646,-0.19682789,0.01048344,-0.19578853,0.0015817076,-0.1957886,0.35778397,-0.13274707,-0.005096966
284,-0.19925654,0.0015817076,-0.19925644,-0.022552352,0.0014432885,0.014506993,-0.20064402,0.0015817076,-0.20064384,0.08616704,-0.1959166,0.012762197,-0.19857055,0.0015817076,-0.19857062,0.36063564,-0.11708217,-0.0023961086
285,-0.19275112,0.0015817076,-0.19275102,-0.021359298,0.0066980133,0.012248367,-0.19411556,0.0015817076,-0.19411539,0.085121445,-0.1900386,0.01056543,-0.19211555,0.0015817076,-0.19211562,0.35827976,-0.10884029,-0.0044016694
286,-0.19355088,0.0015817076,-0.19355078,-0.020658908,0.0023676613,0.012493044,-0.1949384,0.0015817076,-0.19493823,0.094082974,-0.18907303,0.010834728,-0.19318219,0.0015817076,-0.19318226,0.36302343,-0.089729644,-0.0040537487
287,-0.19369495,0.0015817076,-0.19369484,-0.023334865,0.017077433,0.014562334,-0.19502553,0.0015817076,-0.19502535,0.081517346,-0.17690964,0.012911468,-0.1931245,0.0015817076,-0.19312458,0.35017055,-0.08354864,-0.0019489385
288,-0.19231358,0.0015817076,-0.19231348,0.0034295963,0.0129680345,0.01227396,-0.19362009,0.0015817076,-0.1936199,0.10002924,-0.17924714,0.010631369,-0.19213344,0.0015817076,-0.19213352,0.3647673,-0.088646546,-0.004207673
289,-0.19422907,0.0015817076,-0.19422896,0.007708175,0.034466814,0.0125044035,-0.1955534,0.0015817076,-0.19555324,0.082669936,-0.16397165,0.010863434,-0.19387732,0.0015817076,-0.1938774,0.34834456,-0.094349906,-0.003969963
290,-0.19286568,0.0015817076,-0.19286558,0.018408762,0.019996217,0.0146778105,-0.19412063,0.0015817076,-0.19412047,0.10329797,-0.17482221,0.01292199,-0.19276635,0.0015817076,-0.19276643,0.36682647,-0.09349763,-0.0019145696
291,-0.1917612,0.0015817076,-0.19176112,0.00701187,0.021896867,0.012965427,-0.19306196,0.0015817076,-0.1930618,0.09733147,-0.17474589,0.010637548,-0.19158235,0.0015817076,-0.19158243,0.3637037,-0.09187972,-0.00419136
292,-0.19078785,0.0015817076,-0.19078778,-0.015216035,0.016717566,0.013442481,-0.19214356,0.0015817076,-0.1921434,0.093701765,-0.17989826,0.010866415,-0.19051342,0.0015817076,-0.19051349,0.36360386,-0.08395343,-0.0039626453
293,-0.19203953,0.0015817076,-0.19203946,-0.028723383,0.016335836,0.015607563,-0.19342634,0.0015817076,-0.19342618,0.089088656,-0.18287113,0.012921506,-0.1916439,0.0015817076,-0.19164397,0.3624929,-0.08448751,-0.0019130497
294,-0.19195157,0.0015817076,-0.1919515,-0.021116296,0.020880729,0.013367175,-0.19330916,0.0015817076,-0.193309,0.08968886,-0.1807959,0.010638941,-0.1915726,0.0015817076,-0.19157268,0.3630785,-0.08951392,-0.0041892286
295,-0.18878648,0.0015817076,-0.1887864,-0.013681486,0.022835866,0.013615684,-0.19010878,0.0015817076,-0.19010861,0.09221991,-0.18221536,0.010867328,-0.18843034,0.0015817076,-0.18843041,0.36705175,-0.099688224,-0.0039614392
296,-0.19239366,0.0015817076,-0.19239359,-0.0067089633,0.02930015,0.015543904,-0.19369116,0.0015817076,-0.193691,0.09028936,-0.17977154,0.013010668,-0.1919847,0.0015817076,-0.19198477,0.36600426,-0.10766958,-0.0014680987
297,-0.19678748,0.0015817076,-0.1967874,-0.0035998318,0.025806243,0.011573955,-0.1980775,0.0015817076,-0.19807732,0.097407214,-0.18449637,0.009441147,-0.19645937,0.0015817076,-0.19645944,0.37409225,-0.10943206,-0.00433381
298,-0.20030318,0.0015817076,-0.20030311,-0.018460589,0.028510394,0.011077697,-0.20162418,0.0015817076,-0.201624,0.092143826,-0.18005906,0.009115248,-0.1999278,0.0015817076,-0.19992788,0.3683677,-0.09110412,-0.004360194
299,-0.1918309,0.0015817076,-0.19183083,-0.024535226,0.026760329,0.012531555,-0.19318302,0.0015817076,-0.19318284,0.09417701,-0.17927703,0.010690915,-0.19158877,0.0015817076,-0.19158885,0.36945403,-0.07915869,-0.0024706353
300,-0.18767054,0.0015817076,-0.18767047,-0.029628893,0.029098954,0.013039233,-0.18902388,0.0015817076,-0.1890237,0.09161022,-0.1772656,0.010810747,-0.1874179,0.0015817076,-0.18741797,0.3669726,-0.07440716,-0.0021132482
